,Place,Person,Post,Share,Date
17,,"['HashCorner', '안양 예술공원 Anyang Art Park']","สวนศิลปะอันยาง (Anyang Art Park) 🇰🇷 📸
สวนสาธารณะสุดคูลที่เป็น Instagrammable Spots ยอดฮิตของคนเกาหลี
ล่าสุดที่ก๊อตได้ไปเที่ยวเกาหลี ได้มีโอกาสไปเที่ยวสวนศิลปะอันยาง (Anyang Art Park) แล้วคือโคตรชอบ… เพิ่มเติม",,2021-09-17 18:00:00
18,,"['HashCorner', 'Atmoz Bangna']","เที่ยว + เลือกห้องคอนโดตามธาตุแบบ Everyday Vacation 🌱🌊🔥🌬️
ดิน น้ำ ลม ไฟ ต้องไปเที่ยวที่ไหน ห้องแบบไหนถึงปัง
หลังจากที่ก๊อตได้ไปเที่ยวมาหลายจังหวัด หลายประเทศ การท่องเที่ยวเป็นการเติมพลังชีวิตให้ก๊อตได้มาก… เพิ่มเติม",,2021-09-16 17:00:00
19,,"['HashCorner', 'Lijiang, Yunnan 雲南麗江']","Impressions Lijiang Show / ลี่เจียง - จีน 🇨🇳👲🏻
ขนลุก น้ำตาไหลกับการแสดงสุดอลังที่ซักครั้งในชีวิตต้องมาดู
ซึ่งแสดงโดยชาวบ้าน 10 ชนเผ่าพื้นเมืองในลี่เจียง
ถ้าใครที่มาเที่ยวลี่เจียง อย่าพลาดโชว์นี้เด็ดขาดเลยน้า… เพิ่มเติม",,2021-09-11 14:03:00
20,,"['HashCorner', 'ชิคาโก']","ฮัลโหลวววว ตอนนี้ก๊อตอยู่อเมริกานะครับ
นี่คือทริปอเมริกาคนเดียว
และเป็นอเมริกาครั้งแรก
อีกทั้งยังทริปเที่ยวต่างประเทศในรอบสองปี
และยังเป็นทริปที่ยาวนานที่สุดในชีวิต
จะรอด หรือไม่รอดน้าา 55555 😆
ยังไงติดตามทริปอเมริกาก๊อตได้นะครับ
จัดเต็มมมมมมมมม
IG: instagram.com/hashcorner
#อเมริกาคนเดียว",,2021-09-08 08:16:00
21,,"['HashCorner', 'Roborock Thailand']","Roborock H7 เครื่องดูดฝุ่นไร้สายรุ่นใหม่ล่าสุด 🙋🏻‍♂️
ที่จะทำให้เรารักการทำความสะอาดบ้านมากขึ้น
เพราะมันง่ายมากกกกกกก!
ใครที่คิดว่าการทำความสะอาดบ้านเป็นเรื่องวุ่นวายและใช้เวลานาน… เพิ่มเติม",,
22,,['HashCorner'],"Warner Bros. Studio Tour London – The Making of Harry Potter / ลอนดอน ⚡👓
สตูดิโอถ่ายหนังแฮร์รี่ พอตเตอร์ ที่แฟนพันธุ์แท้แฮรี่ห้ามพลาด !
ใครที่ติดตามแฮร์รี่ พอตเตอร์ (Harry Potter) มาตั้งแต่ภาคแรก… เพิ่มเติม",,2021-09-04 13:12:00
23,,['HashCorner'],"พาไปกินของอร่อยจาก 13 เมืองในญี่ปุ่น 🍙🍡
เชื่อว่าคนไทยส่วนใหญ่ชอบอาหารญี่ปุ่นม๊ากกก และก๊อตก็เป็นหนึ่งในนั้นเหมือนกัน ยิ่งเวลาไปญี่ปุ่น แล้วได้เจอทั้งขนม อาหารต่างๆ คือตื่นเต้นสุด
เอาเป็นว่า… เพิ่มเติม",,2021-09-03 16:33:00
24,,['HashCorner'],"วันนี้ก็อตจะมาเล่าที่มาที่ไปของกาแฟโคลอมเบียที่ว่าเกรดกาแฟระดับท็อปๆ ผ่าน NESCAFÉ GOLD CREMA COLOMBIA ARABICA ถ้วยนี้กันครับ
#โพสต์นี้มีกิจกรรมให้ร่วมสนุกด้วยน้า
… เพิ่มเติม",,2021-09-02 15:59:00
25,,['HashCorner'],"แม่ฮ่องสอน ☁️🍃
เมืองสามหมอก หรือที่รู้จักกันดีในชื่อ ‘แม่ฮ่องสอน’ อีกหนึ่งจังหวัดในภาคเหนือที่เป็นจุดหมายสำหรับการท่องเที่ยว ทั้งสายธรรมชาติ สายตั้งแคมป์ ที่ต้องรักที่นี่มากแน่ๆ… เพิ่มเติม",,2021-08-28 13:19:00
26,,"['HashCorner', 'Intercontinental Residences Hua Hin']","InterContinental Residences Hua Hin
คอนโดระดับ Super Luxury จาก Proud Real Estate
ที่ทำให้หัวหินเป็นบ้าน พร้อมบริการระดับโรงแรม 5 ดาว
เสมือนเราได้อยู่รีสอร์ทตลอด 24/7 ของชีวิต… เพิ่มเติม",,2021-08-27 12:40:00
27,,['HashCorner'],"บาธ x อังกฤษ 🇬🇧✨
เมืองโรงอาบน้ำโรมันโบราณ มาเที่ยวอังกฤษต้องมาเด้อ
บาธ (Bath) ถือเป็นอีกเมืองในอังกฤษที่ก๊อตชอบมากๆ และเชื่อเลยว่าถ้าใครที่ชอบสถาปัตยกรรมโรมันแบบดั้งเดิมต้องชอบที่นี่มากเหมือนกัน… เพิ่มเติม",,2021-08-24 18:51:00
28,,"['HashCorner', 'ไคเฟิง']","ไคเฟิง x จีน 🇨🇳 🐉
สาวกเปาบุ้นจิ้นต้องมาเที่ยวเมืองนี้แล้วววว!
เพราะเมืองไคเฟิงที่นี่เคยมีศาลไคฟงของจริง ซึ่งเป็นสถานที่ที่ท่านเปาได้ตัดสินคดีความ ผดุงความยุติธรรมแก่ประชาชน… เพิ่มเติม",,2021-08-22 13:17:00
29,,['HashCorner'],"ทะเลสาบเทคาโป x นิวซีแลนด์ 🦄🌈
สวยเว่อร์วัง เหมือนอยู่สวรรค์มากกก
ใครเป็นสายธรรมชาติเชิญมาทางนี้ ทะเลสาบเทคาโป (Lake Tekapo) หนึ่งในแลนด์มาร์คที่สุดในเกาะใต้นิวซีแลนด์ เรื่องความสวยนี่เกินบรรยาย… เพิ่มเติม",,2021-08-20 15:18:00
30,,['HashCorner'],"โอกินาว่า (Okinawa) x ญี่ปุ่น 🇯🇵🤿
เกาะที่ได้รับฉายาว่าเป็น ‘เกาะฮาวายแห่งประเทศญี่ปุ่น’ เป็นจังหวัดที่อยู่ทางใต้สุดของประเทศญี่ปุ่น และยังอยู่ใกล้กับไต้หวันมากด้วย
อยากจะบอกว่า ที่เที่ยวโอกินาว่านั้นดีย์จัด… เพิ่มเติม",,2021-08-15 14:15:00
31,,['HashCorner'],"สกอตแลนด์ / อังกฤษ 🏴󠁧󠁢󠁳󠁣󠁴󠁿✨
หากใครชอบความขลังของสถาปัตยกรรมยุโรป
แถมยังได้เที่ยว Road Trip แนวธรรมชาติสวยๆ
สกอตแลนด์คือคำตอบ เพราะที่นี่คือที่สุดของแลนด์สเคป
ให้ฟีลแบบหนัง Sci-fi… เพิ่มเติม",,2021-08-12 11:39:00
32,,['HashCorner'],"โซล x เกาหลี 🇰🇷⚡️
อันยองงง อยู่บ้านกันยาวๆ แบบนี้ต้องมีหลายคนที่ติดซีรีย์เกาหลีจนงอมแงมไปแล้วแน่ๆ ก๊อตเห็นเพื่อนนไอจีบางคนถึงขั้นว่าสั่งอาหารเกาหลีมากินไปดูไป ประหนึ่งว่าได้เป็นนางเอกซีรีย์ซะเอง อินเกิ๊น ฮ่าๆ… เพิ่มเติม",,2021-08-11 16:46:00
33,,['HashCorner'],"กลิ่นชาคั่วไฟ ที่สุดของความหอม มงลงมากก!
ชิซึโอกะ โฮจิฉะ สูตรหวานน้อย
น้องใหม่เพิ่ง On Shelf
ใครที่กำลังมองหาชารสเข้ม ที่มีรสหวานนิดๆ แนะนำเลยย
เปิดขวดมา กลิ่นชาคั่วฟุ้งๆ ฟินมาก
แถมดื่มแล้วยังนุ่มลิ้น… เพิ่มเติม",,2021-08-10 16:14:00
34,,['HashCorner'],"7 ที่พักน่านน่าไปพักผ่อน 💚✨
ในช่วงหลังๆ มานี้น่านเป็นอีกจังหวัดนึงที่กลายมาเป็นจังหวัดยอดฮิตของคนไทยไปแล้ว ยิ่งช่วงหน้าฝนแบบนี้ยิ่งเหมาะกับการไปเที่ยวและไปนอนพักที่น่านที่สุด… เพิ่มเติม",,2021-08-08 11:20:00
35,,['HashCorner'],"มาเที่ยวทิพย์ตามชื่อเพลงในแต่ละเมืองกันเถอะ 🎵✨
#HASHCORNCERxPLAYLIST
ช่วงนี้ยังไปเที่ยวไหนไม่ได้ WFHไป ฟังเพลงไป มันก็เพลินๆ ดีเหมือนกันนะ ก๊อตสังเกตได้ว่ามีหลายเพลงที่เค้าเอาชื่อเมืองจากหลายๆ… เพิ่มเติม",,2021-08-07 12:28:00
36,,['HashCorner'],"บริสเบน-โกลด์โคสต์ (Brisbane x Gold Coast) x ออสเตรเลีย 🌊🏄🏼‍♂️
ไปเทียวออสเตรเลียทั้งทีจะไปแค่ซิดนีย์กับเมลเบิร์นได้ยังไงกันละ ที่ออสยังมีเมืองที่ควรไปอย่างเมือง บริสเบน (Brisbane) อยู่นะจ๊ะ… เพิ่มเติม",,2021-08-06 13:13:00
37,,['HashCorner'],เราจะมีชีวิตรอดไปจนถึงปี 2022 ใช่ป่ะ 🥲,,2021-08-04 11:11:00
38,,"['HashCorner', 'ลาว']","อยู่ดีๆ ช่วงนี้ก็อยากไปเก็บเห็ดที่ลาว
บ้านเมืองเค้าสวยมากนะเอออ 🙋🏻‍♂
อ่านรีวิวเที่ยว ลาว แบบจุกๆ ได้เล้ย :
หลวงพระบาง : https://bit.ly/33kfXrT
หนองเขียว-เมืองงอย : https://bit.ly/3ys6bCc
ปากเซ : https://bit.ly/3A5r5at
–––––––––––
⛰ FB Group: เที่ยวต่างประเทศ : Hashcorner",,2021-08-03 16:45:00
39,,"['HashCorner', 'ไต้หวัน']","รีวิว ไต้หวัน ทั่วประเทศ 🇹🇼
นี่คือรีวิวไต้หวันทั้งหมดจากที่ก๊อตได้ไปเที่ยว
ในรอบ 3 ปีที่ผ่านมา บอกเลยว่าสุดมาก
ครบทุกรสชาติทั้งตัวเมืองและธรรมชาติพีคๆ
วีซ่าไต้หวันเค้าฟรี แถมตอนนี้ค่าเงินบาทก็แข็ง เที่ยวได้ถูก… เพิ่มเติม",,2021-08-01 14:34:00
40,,['HashCorner'],"ไครสต์เชิร์ช (Christchurch) x นิวซีแลนด์ 🇳🇿✨
ใครว่าเกาะใต้ของนิวซีแลนด์มีแต่ที่เที่ยวธรรมชาติ ถ้าอยากมาเที่ยวนิวซีแลนด์แบบฟีลเมือง เดินช้อปปิ้ง หาขอกินอร่อยๆ และไปฮ้อปปิ้งคาเฟ่ฮิตๆ ก๊อตคิดว่า ไครสต์เชิร์ช… เพิ่มเติม",,2021-07-31 15:37:00
41,,"['HashCorner', 'Phillip Island Nature Parks']","เกาะฟิลลิป (Phillip Island) x เมลเบิร์น ออสเตรเลีย 🐨🐧
ใครรักธรรมชาติและสัตว์น่ารักๆ ต้องห้ามพลาดเกาะฟิลลิป (Phillip Island) ที่อยู่ใกล้ๆ เมืองเมลเบิร์น ประเทศออสเตรเลียเชียวนะ เกาะนี้มีสัตว์คิ้วท์ๆเพียบบ… เพิ่มเติม",,2021-07-29 17:39:00
42,,"['HashCorner', 'Nakhon Si Thammarat, Thailand']","นครศรีธรรมราช : ขนอม-สิชล-พรหมคีรี 🌊✨
หากนึกอะไรไม่ออกนอกจากไอ้ไข่แล้วล่ะก็ ที่นครศรีมีที่เที่ยวอีกเยอะมากเลยนะเว้ย โดยอำเภอที่ก๊อตแนะนำก่อนคือ ขนอม-สิชล-พรหมคีรี ที่ถือเป็นอำเภอที่ป๊อปสุดตอนนี้ของนครศรี… เพิ่มเติม",,2021-07-26 12:35:00
43,,['HashCorner'],"เทียนจิน (Tianjin) x จีน 🇨🇳 ✨
ในประเทศจีนนั้นมีเมืองที่ได้บรรยากาศและกลิ่นอายทั้งความเป็นทั้งจีนและยุโรปอยู่เมืองหนึ่ง นั่นก็คือ เทียนจิน (Tianjin) นั่นเอง เมืองนี้ดีย์มาก ด้วยความที่เมื่อก่อน… เพิ่มเติม",,2021-07-25 11:24:00
44,,"['HashCorner', '白川郷(Shirakawa-go)']","ชิราคาวาโกะ (Shirakawa-go) x ญี่ปุ่น 🇯🇵☃️
ใครอยากเที่ยวหิมะแบบฟูๆ พร้อมงานไฟระดับตำนานที่คนแย่งกันจองข้ามปี มีอยู่ที่เดียวคือที่หมู่บ้านชิราคาวาโกะเนี่ยแหละ ที่ต้องอาศัยแต้มบุญสูงมาก… เพิ่มเติม",,2021-07-24 11:11:00
45,,['HashCorner'],"วานากา (Wanaka) x เที่ยวเกาะใต้ นิวซีแลนด์ 🇳🇿🌳
‘วานากา’ เมืองชื่อดังที่มีต้นไม้เป็นแลนด์มาร์คอย่าง Wanaka Tree ที่ช่างภาพหลายคนอยากเดินทางมาถ่ายภาพที่นี่มากที่สุดแห่งหนึ่งของโลก แถมต้นไม้นี้ยังมีความเก๋… เพิ่มเติม",,2021-07-18 15:34:00
46,,['HashCorner'],"บ้านอีต่อง-เหมืองปิล๊อก เมืองหมอก / กาญจนบุรี ☁️
บ้านอีต่อง-เหมืองปิล๊อก เมืองหมอก หมู่บ้านเล็กๆ แห่งตำบลปิล๊อก อำเภอทองผาภูมิ จังหวัดกาญจนบุรีนี่เอง เค้าว่ากันว่าที่นี่เป็นหมู่บ้านแห่งสายหมอก… เพิ่มเติม",,2021-07-17 14:16:00
47,,['HashCorner'],"มองเทรอซ์ (Montreux) x สวิตเซอร์แลนด์ 🇨🇭
สวิตเซอร์แลนด์เป็นประเทศที่โคตรสวย โดยเฉพาะวิวภูเขานี่สวยเหมือนภาพวาดเลย นี่ย้อนกลับไปดูรูปกี่ทีก็ยังประทับใจทุกครั้งเลยแหละ ครั้งนี้ก๊อตจะพาทุกคนไปเที่ยวมองเทรอซ์… เพิ่มเติม",,2021-07-16 16:25:00
48,,['HashCorner'],"ฮ่องกง 🇭🇰
ฮ่องกงเป็นประเทศที่มีสเน่ห์มาก ไปกี่ทีๆ ก็ไม่เคยเบื่อเลย สถานที่ท่องเที่ยวเพียบ แหล่งช้อปปิ้งนี่ไปทีไรก็ล้มละลายตลอด ไหนจะอาหารอร่อยๆ ทั้งสตรีทฟู๊ตและร้านอาหารก็มีเยอะมาก เดินไปตรงไหนก็ต้องแวะกิน… เพิ่มเติม",,2021-07-14 08:45:00
49,,"['HashCorner', 'London, United Kingdom']","ลอนดอน (London) x อังกฤษ 🇬🇧✨
6 เรื่องเกี่ยวกับลอนดอนที่คนส่วนใหญ่ไม่รู้
ลอนดอน (London) นั้นเป็นเมืองที่มีสเน่ห์มาก มากซะจนก๊อตต้องกลับไปเที่ยวซ้ำสองรอบในระยะเวลาห่างกันไม่ถึง 2 เดือน… เพิ่มเติม",,2021-07-13 18:16:00
50,,"['HashCorner', 'ฮานอย']","ฮานอย x เวียดนาม 🇻🇳✨
ฮานอย เมืองหลวงของเวียดนามและมีขนาดใหญ่เป็นอันดับสองรองจากโฮจิมินห์ ถ้าใครวางแผนจะไปเที่ยวเวียดนาม คงจะปักเมืองฮานอยไว้ตั้งหลักเริ่มต้นเที่ยวอยู่ในลิสแน่นอน ซึ่งถ้ายึดตามหลักแล้ว… เพิ่มเติม",,2021-07-11 11:47:00
51,,['HashCorner'],"ปอดใหญ่ใจกลางเมือง 4 พื้นที่สีเขียวย่านสวนหลวง-บางนา 🍀
สวนหลวง ร.9 / บ้านกลางเมือง สวนหลวง / เมกาพาร์ค เมกาบางนา / บ้านกลางเมือง บางนา-วงแหวน
ล่าสุดได้มีโอกาสไปสำรวจและเที่ยวแถวๆ ‘ย่านสวนหลวง-บางนา’… เพิ่มเติม",,2021-07-10 10:00:00
52,,['HashCorner'],"ฟยอร์ดแลนด์ x นิวซีแลนด์ 🇳🇿
อุทยานแห่งชาติฟยอร์ดแลนด์ (Fiordland National Park) อุทยานที่โคตรห้ามพลาดของเกาะใต้ นิวซีแลนด์ ที่นี่คืออุทยานแห่งชาติที่ใหญ่ที่สุดของนิวซีแลนด์… เพิ่มเติม",,2021-07-06 19:00:00
53,,['HashCorner'],"27 ที่เที่ยวน่าน สะปัน-บ่อเหลือ-สันติสุข-ปัว-สกาด-เมืองน่าน 💚🌳
เข้าหน้าฝนแล้ว ถึงเวลาเที่ยวน่านแล้วเด้อออ
น่าน จังหวัดเล็กๆ ที่สวยและฮิตมากที่นึงเลยในภาคเหนือ เป็นจังหวัดที่สงบมากและผู้คนที่เป็นกันเองและใจดีมาก… เพิ่มเติม",,2021-07-04 13:22:00
54,,"['HashCorner', 'Taichung, Taiwan']","ไทจง x ไต้หวัน 🇹🇼🧋
ไทจง (Taichung) เมืองใหญ่อันดับ 2 ของไต้หวัน ตั้งอยู่ทางตอนกลางฝั่งซ้ายของเกาะไต้หวัน เมืองนี้มีที่เที่ยวไม่น้อยอยู่นะเอ้อ ตั้งแต่หมู่บ้านสายรุ้งชื่อดัง, โรงละครแห่งชาติไทจง (National… เพิ่มเติม",,2021-07-03 11:39:00
55,,['HashCorner'],"ปารีส x ฝรั่งเศส 🇫🇷✨
ปารีส (Paris) เป็นอีกเมืองท็อปลิสในยุโรปของใครหลายๆคนเลย โดยเฉพาะแลนด์มาร์คสำคัญอย่าง หอไอเฟล (Eiffel Tower) ที่เราคุ้นเคยและเห็นหน้าเห็นตามาตั้งแต่เด็ก และจนตอนนี้ความฝันก็เป็นแล้วจ๊า… เพิ่มเติม",,2021-07-02 16:45:00
56,,"['HashCorner', 'Suzuki Motor Thailand']","ขับรถออกไปหาแรงบันดาลใจ ไปกับ 5 คาเฟ่อาร์ตๆ
ชิคที่สุดในกรุงเทพ กับ New Suzuki Ciaz
หลายคนทำงานอยู่บ้าน หรือ WFH กันคงจะเบื่อ อุดอู้คิดงานไม่ออกกันแน่ๆ… เพิ่มเติม",,
57,,['HashCorner'],"5 ร้านอาหาร - คาเฟ่ เกาะล้าน พัทยา 🏖🍹
ทะเลใกล้ๆ กรุงเทพที่กำลังฮิตในช่วงนี้ จะเป็นที่ไหนไปไม่ได้ ถ้าไม่ใช่ ‘เกาะล้าน’ ที่นี่น้ำทะเลใสกิ๊ง ชายหาดก็สวย ทรายสีขาวละเอียด มีมุมถ่ายรูปและมีกิจกรรมให้ทำมากมาย… เพิ่มเติม",,2021-06-29 16:47:00
58,,['HashCorner'],เชื่อว่าทุกคน ทุกอาชีพตอนนี้ได้รับผลกระทบจากสถานการณ์ของโรคระบาด COVID-19 ในปัจจุบันกันหมดถ้วนหน้า และเมื่อเราหันกลับมามองดีๆ อีกครั้ง มองให้ลึกลงไปในกลุ่มคนที่อยู่ร่วมกันในสังคมของเรา จริงๆ… เพิ่มเติม,,2021-06-27 10:00:00
59,,"['HashCorner', 'เชียงใหม่ ประเทศไทย']","เชียงใหม่ : รวม 43 ที่เที่ยว-ที่กิน-ที่พัก ทั้ง 7 อำเภอ ⚡️
เชียงใหม่ เป็นอีก 1 จังหวัดที่เที่ยวได้ตลอดทั้งปี เพราะที่เที่ยวในเชียงใหม่ ไม่ได้มีแค่ภูเขา ดอย หรือธรรมชาติ… เพิ่มเติม",,2021-06-26 13:15:00
60,,['HashCorner'],"แรงเกินต้านมากกับ iPad Pro ตัวใหม่และ True 5G ⚡️
โพสนี้ก๊อตจะมาบอกโปรซื้อปังๆ อีกทั้งจะมารีวิว iPad Pro ให้ดูด้วย บอกเลยว่าปัง และเริ่ดมากจนอยากให้ทุกคนมีเลยแหละ
เพราะจากสเป็ค iPad Pro ตัวใหม่… เพิ่มเติม",,2021-06-25 19:00:00
61,,"['HashCorner', 'เวอแว']","เวอแว (Vevey) x สวิตเซอร์แลนด์ 🇨🇭
เมืองเล็กๆ ที่ตั้งอยู่ติดทะเลสาบเจนีวา (Lake Geneva) ตั้งอยู่ระหว่างเมืองโลซาน (Lausanne) และเมืองมองเทรอซ์ (Montruex) เป็นเมืองต้นกำเนิดของบริษัทเนสท์เล่ (Nestlé)… เพิ่มเติม",,2021-06-24 17:39:00
