,Place,Post,Share,Date,CPost,WPost,Page
77,,การเดินทางมันคงจะมีคำตอบที่หลากหลายในเส้นทางของแต่ละคน ซึ่งบางครั้งการได้ออกไปกับเพื่อน ก็คงให้คำตอบกับเราได้ว่าการเดินทางลำพังต่างจากการมีเพื่อนร่วมทางยังไง กับวันทิ้งตัวในพล็อตรองของชีวิตผม TAPE01,,2021-04-07 19:26:00,การเดินทางมันคงจะมีคำตอบที่หลากหลายในเส้นทางของแต่ละคนซึ่งบางครั้งการได้ออกไปกับเพื่อนก็คงให้คำตอบกับเราได้ว่าการเดินทางลำพังต่างจากการมีเพื่อนร่วมทางยังไงกับวันทิ้งตัวในพล็อตรองของชีวิตผมTAPE01,"['การ', 'เดินทาง', 'มัน', 'คงจะ', 'มี', 'คำตอบ', 'ที่', 'หลากหลาย', 'ใน', 'เส้นทาง', 'ของ', 'แต่ละคน', 'ซึ่ง', 'บางครั้ง', 'การ', 'ได้', 'ออก', 'ไป', 'กับ', 'เพื่อน', 'ก็', 'คง', 'ให้', 'คำตอบ', 'กับ', 'เรา', 'ได้', 'ว่าการ', 'เดินทาง', 'ลำพัง', 'ต่าง', 'จาก', 'การ', 'มี', 'เพื่อนร่วมทาง', 'ยังไง', 'กับ', 'วัน', 'ทิ้งตัว', 'ใน', 'พล็อต', 'รอง', 'ของ', 'ชีวิต', 'ผม', 'TAPE', '01']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
78,,"EP54 ดอยธง เดินทางไปกับเบนซ์และพี่ภูริ 😄
อีกหนึ่ง ช่องทางในการติดตามทาง YouTube Chanel",,2021-04-02 12:36:00,EP54ดอยธงเดินทางไปกับเบนซ์และพี่ภูริอีกหนึ่งช่องทางในการติดตามทางYouTubeChanel,"['EP', '54', 'ดอย', 'ธง', 'เดินทาง', 'ไป', 'กับ', 'เบนซ์', 'และ', 'พี่', 'ภูริ', 'อีก', 'หนึ่ง', 'ช่อง', 'ทางใน', 'การ', 'ติดตาม', 'ทาง', 'YouTubeChanel']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
79,,"The Gaijin Trips แบกเป้เที่ยวกับพี่ภูริ EP54 ดอยธง 2วัน1คืน
ในการเดินทางกลับเชียงใหม่จากจังหวัดแม่ฮ่องสอน ในระหว่างที่ของวันธรรมดาที่ไม่ธรรมดา ทำให้ผมได้กระโดดลงที่ อ.ปาย และพบกับพี่ภูริ พี่ชายเจ้าถิ่นที่มาพร้อมเสียงหัวเราะกับการเดินทางครั้งใหม่ของผม ณ ยอดของดอยธง
IG : Thegaijintrips",,2021-04-01 07:07:00,TheGaijinTripsแบกเป้เที่ยวกับพี่ภูริEP54ดอยธง2วัน1คืนในการเดินทางกลับเชียงใหม่จากจังหวัดแม่ฮ่องสอนในระหว่างที่ของวันธรรมดาที่ไม่ธรรมดาทำให้ผมได้กระโดดลงที่อ.ปายและพบกับพี่ภูริพี่ชายเจ้าถิ่นที่มาพร้อมเสียงหัวเราะกับการเดินทางครั้งใหม่ของผมณยอดของดอยธงIG:Thegaijintrips,"['TheGaijinTrips', 'แบก', 'เป้', 'เที่ยว', 'กับ', 'พี่', 'ภูริ', 'EP', '54', 'ดอย', 'ธง', '2', 'วัน', '1', 'คืน', 'ใน', 'การ', 'เดินทาง', 'กลับ', 'เชียงใหม่', 'จาก', 'จังหวัด', 'แม่ฮ่องสอน', 'ใน', 'ระหว่าง', 'ที่', 'ของ', 'วัน', 'ธรรมดา', 'ที่', 'ไม่', 'ธรรมดา', 'ทำให้', 'ผม', 'ได้', 'กระโดด', 'ลง', 'ที่', 'อ.', 'ปาย', 'และ', 'พบ', 'กับ', 'พี่', 'ภูริ', 'พี่ชาย', 'เจ้าถิ่น', 'ที่มา', 'พร้อม', 'เสียงหัวเราะ', 'กับ', 'การ', 'เดินทาง', 'ครั้ง', 'ใหม่', 'ของ', 'ผม', 'ณ', 'ยอด', 'ของ', 'ดอย', 'ธง', 'IG', ':', 'Thegaijintrips']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
80,,"พักเหนื่อยจาก Viewfinder มาพาน้องไป ดอยธง ใน EP54
พบกันในเส้นทางต้นเดือนนี้จ้า",,2021-03-27 17:26:00,พักเหนื่อยจากViewfinderมาพาน้องไปดอยธงในEP54พบกันในเส้นทางต้นเดือนนี้จ้า,"['พักเหนื่อย', 'จาก', 'Viewfinder', 'มา', 'พา', 'น้อง', 'ไป', 'ดอย', 'ธง', 'ใน', 'EP', '54', 'พบกัน', 'ใน', 'เส้นทาง', 'ต้นเดือน', 'นี้', 'จ้า']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
81,,"เร็วๆนี้กับทัวร์แก่ๆ ที่เบนซ์กับพี่เร จะเกาะติดความแคมป์ไปบ่นไปกับพวกๆพี่ๆเค้าไปด้วยจ้า ✌️
Viewfinder มั่นใจไทยเที่ยว วันอาทิตย์นี้ (28 มีนาคม) เวลา 12.30-13.00 น. ทางช่องอมรินทร์ทีวีเอชดี 34
และชมย้อนหลังได้ทาง Facebook, YouTube: Viewfinder Thailand","ทัวร์แก่ๆ x Rayron x The Gaijin Trips แบกเป้เที่ยวคนเดียว
.
ชวนกันบิดไปแคมป์โคตรเสียวที่ผาหำโหดดดดด!!
#ทัวร์แก่ๆ #ผาหำหด #ชัยภูมิ",2021-03-26 20:52:00,"เร็วๆนี้กับทัวร์แก่ๆที่เบนซ์กับพี่เรจะเกาะติดความแคมป์ไปบ่นไปกับพวกๆพี่ๆเค้าไปด้วยจ้าViewfinderมั่นใจไทยเที่ยววันอาทิตย์นี้(28มีนาคม)เวลา12.30-13.00น.ทางช่องอมรินทร์ทีวีเอชดี34และชมย้อนหลังได้ทางFacebook,YouTube:ViewfinderThailand","['เร็ว', 'ๆ', 'นี้', 'กับ', 'ทัวร์', 'แก่ๆ', 'ที่', 'เบนซ์', 'กับ', 'พี่', 'เร', 'จะ', 'เกาะติด', 'ความ', 'แคมป์', 'ไป', 'บ่น', 'ไป', 'กับ', 'พวก', 'ๆ', 'พี่', 'ๆ', 'เค้า', 'ไป', 'ด้วย', 'จ้า', 'Viewfinder', 'มั่นใจ', 'ไทย', 'เที่ยว', 'วันอาทิตย์', 'นี้', '(', '28', 'มีนาคม', ')', 'เวลา', '12.30', '-', '13.00', 'น.', 'ทาง', 'ช่อง', 'อมรินทร์', 'ทีวี', 'เอช', 'ดี', '34', 'และ', 'ชม', 'ย้อนหลัง', 'ได้', 'ทาง', 'Facebook', ',', 'YouTube', ':', 'ViewfinderThailand']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
82,,"ช่วงฤดูที่อากาศดีๆแบบนี้ ก็ได้เวลาขี่รถหาที่พักผ่อนตามประสาคนชอบเที่ยวกันบ้าง และทริปนี้ขอเหน็บเพื่อนๆมาด้วยสัก 2 คนลุยกัน 3 คัน
#BK #BeatYourBest #BKBeatYourBest #SparklingVitamin #ชนะที่สุดของตัวคุณ",,2021-03-26 17:05:00,ช่วงฤดูที่อากาศดีๆแบบนี้ก็ได้เวลาขี่รถหาที่พักผ่อนตามประสาคนชอบเที่ยวกันบ้างและทริปนี้ขอเหน็บเพื่อนๆมาด้วยสัก2คนลุยกัน3คัน#BK#BeatYourBest#BKBeatYourBest#SparklingVitamin#ชนะที่สุดของตัวคุณ,"['ช่วง', 'ฤดู', 'ที่', 'อากาศ', 'ดี', 'ๆ', 'แบบนี้', 'ก็', 'ได้เวลา', 'ขี่', 'รถ', 'หา', 'ที่พักผ่อน', 'ตามประสา', 'คน', 'ชอบ', 'เที่ยว', 'กัน', 'บ้าง', 'และ', 'ทริป', 'นี้', 'ขอ', 'เหน็บ', 'เพื่อน', 'ๆ', 'มา', 'ด้วย', 'สัก', '2', 'คน', 'ลุย', 'กัน', '3', 'คัน', '#', 'BK', '#', 'BeatYourBest', '#', 'BKBeatYourBest', '#', 'SparklingVitamin', '#', 'ชนะ', 'ที่สุด', 'ของ', 'ตัว', 'คุณ']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
83,,แดดหน้าร้อนต้องเจอรถร้อนๆ พรุ่งนี้จะพาลูกพี่ไปประเดิมทะเบียนใหม่ เจอกันเขาใหญ่จ้า ☀️,,2021-03-20 14:45:00,แดดหน้าร้อนต้องเจอรถร้อนๆพรุ่งนี้จะพาลูกพี่ไปประเดิมทะเบียนใหม่เจอกันเขาใหญ่จ้า,"['แดด', 'หน้าร้อน', 'ต้อง', 'เจอ', 'รถ', 'ร้อน', 'ๆ', 'พรุ่งนี้', 'จะ', 'พา', 'ลูกพี่', 'ไป', 'ประเดิม', 'ทะเบียน', 'ใหม่', 'เจอกัน', 'เขาใหญ่', 'จ้า']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
84,,วิถีคนลุยๆ.. จะหารถไปออกทริปต่อ จะไปที่ไหนได้ ก็ต้องมา CUB HOUSE บ้านเดิมของเราอีกตามเคย วันนี้เหมือน CT125 มีสีเขียวออกมาใหม่ใช่มั้ย จัดไป!!!!! #NewCT125 #TimeToTrail #ได้เวลาออกนอกเส้นทาง #CubHouse,,2021-03-18 20:10:00,วิถีคนลุยๆ..จะหารถไปออกทริปต่อจะไปที่ไหนได้ก็ต้องมาCUBHOUSEบ้านเดิมของเราอีกตามเคยวันนี้เหมือนCT125มีสีเขียวออกมาใหม่ใช่มั้ยจัดไป!!!!!#NewCT125#TimeToTrail#ได้เวลาออกนอกเส้นทาง#CubHouse,"['วิถี', 'คน', 'ลุย', 'ๆ..', 'จะ', 'หา', 'รถ', 'ไป', 'ออก', 'ทริป', 'ต่อ', 'จะ', 'ไป', 'ที่ไหนได้', 'ก็', 'ต้อง', 'มา', 'CUBHOUSE', 'บ้านเดิม', 'ของ', 'เรา', 'อีก', 'ตามเคย', 'วันนี้', 'เหมือน', 'CT', '125', 'มี', 'สี', 'เขียว', 'ออกมา', 'ใหม่', 'ใช่', 'มั้ย', 'จัด', 'ไป', '!!!!!#', 'NewCT', '125', '#', 'TimeToTrail', '#', 'ได้เวลา', 'ออก', 'นอก', 'เส้นทาง', '#', 'CubHouse']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
85,,"EP53 บ้านกะเหรี่ยงคอยาว
อีกหนึ่งช่องทางในการติดตามจ้า",,2021-03-17 11:53:00,EP53บ้านกะเหรี่ยงคอยาวอีกหนึ่งช่องทางในการติดตามจ้า,"['EP', '53', 'บ้าน', 'กะเหรี่ยง', 'คอ', 'ยาว', 'อีก', 'หนึ่ง', 'ช่อง', 'ทางใน', 'การ', 'ติดตาม', 'จ้า']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
86,,"The Gaijin Trips แบกเป้เที่ยวคนเดียว EP53 บ้านกะเหรี่ยงคอยาว 2วัน 1คืน
การเดินทางเข้าสู่จังหวัดแม่ฮ่องสอน จุดที่หลากหลายไปด้วยชาติพันธุ์ที่แตกต่างในบ้านเรา ก็ยังมีกลุ่มที่เราคงจะเคยได้ยินมา ในเรื่องราวของชาวกะยัน หรือกะเหรี่ยงคอยาว กับสักครั้งที่ผมจะได้เดินทางไปทำความรู้จักในชีวิต
IG : Thegaijintrips",,2021-03-16 07:18:00,TheGaijinTripsแบกเป้เที่ยวคนเดียวEP53บ้านกะเหรี่ยงคอยาว2วัน1คืนการเดินทางเข้าสู่จังหวัดแม่ฮ่องสอนจุดที่หลากหลายไปด้วยชาติพันธุ์ที่แตกต่างในบ้านเราก็ยังมีกลุ่มที่เราคงจะเคยได้ยินมาในเรื่องราวของชาวกะยันหรือกะเหรี่ยงคอยาวกับสักครั้งที่ผมจะได้เดินทางไปทำความรู้จักในชีวิตIG:Thegaijintrips,"['TheGaijinTrips', 'แบก', 'เป้', 'เที่ยว', 'คนเดียว', 'EP', '53', 'บ้าน', 'กะเหรี่ยง', 'คอ', 'ยาว', '2', 'วัน', '1', 'คืน', 'การ', 'เดินทาง', 'เข้าสู่', 'จังหวัด', 'แม่ฮ่องสอน', 'จุด', 'ที่', 'หลากหลาย', 'ไป', 'ด้วย', 'ชาติพันธุ์', 'ที่', 'แตกต่าง', 'ใน', 'บ้าน', 'เรา', 'ก็', 'ยังมี', 'กลุ่ม', 'ที่', 'เรา', 'คงจะ', 'เคย', 'ได้ยิน', 'มา', 'ใน', 'เรื่องราว', 'ของ', 'ชา', 'วกะ', 'ยัน', 'หรือ', 'กะเหรี่ยง', 'คอ', 'ยาว', 'กับ', 'สักครั้ง', 'ที่', 'ผม', 'จะ', 'ได้', 'เดินทาง', 'ไป', 'ทำความรู้จัก', 'ใน', 'ชีวิต', 'IG', ':', 'Thegaijintrips']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
87,,EP53 เจอกันกลางเดือนนี้ที่บ้านกระเหรี่ยงคอยาวจ้า,,2021-03-13 12:25:00,EP53เจอกันกลางเดือนนี้ที่บ้านกระเหรี่ยงคอยาวจ้า,"['EP', '53', 'เจอกัน', 'กลางเดือน', 'นี้', 'ที่', 'บ้าน', 'กระเหรี่ยง', 'คอ', 'ยาว', 'จ้า']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
88,,"ปาเทดใกล้จะเปิดแล้วใช่มั้ย?
พาดปอดขึ้นราหมดแล้วนะ 🥲",,2021-03-08 21:14:00,ปาเทดใกล้จะเปิดแล้วใช่มั้ย?พาดปอดขึ้นราหมดแล้วนะ,"['ปา', 'เท', 'ด', 'ใกล้', 'จะ', 'เปิด', 'แล้ว', 'ใช่', 'มั้ย', '?', 'พาด', 'ปอด', 'ขึ้นรา', 'หมด', 'แล้ว', 'นะ']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
89,,"Lannna Craft Originality
เส้นทางท่องเที่ยว ชมงานงานศิลป์ล้านนา
ที่ยังสืบสานวิถีหัตถศิลป์อย่างประณีต ในขณะเดียวกันก็ให้ความรู้สึกถึงความคิดสร้างสรรค์ที่ทรงคุณค่าที่มุ่งพัฒนาสู่ตลาดความเป็นสากล
… เพิ่มเติม",,2021-03-04 20:56:00,LannnaCraftOriginalityเส้นทางท่องเที่ยวชมงานงานศิลป์ล้านนาที่ยังสืบสานวิถีหัตถศิลป์อย่างประณีตในขณะเดียวกันก็ให้ความรู้สึกถึงความคิดสร้างสรรค์ที่ทรงคุณค่าที่มุ่งพัฒนาสู่ตลาดความเป็นสากลเพิ่มเติม,"['LannnaCraftOriginality', 'เส้นทาง', 'ท่องเที่ยว', 'ชม', 'งาน', 'งาน', 'ศิลป์', 'ล้านนา', 'ที่', 'ยัง', 'สืบสาน', 'วิถี', 'หัตถศิลป์', 'อย่าง', 'ประณีต', 'ในขณะเดียวกัน', 'ก็', 'ให้', 'ความรู้สึก', 'ถึง', 'ความคิดสร้างสรรค์', 'ที่', 'ทรงคุณค่า', 'ที่', 'มุ่ง', 'พัฒนา', 'สู่', 'ตลาด', 'ความเป็นสากล', 'เพิ่มเติม']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
90,,เข้าหน้าร้อนแล้ว เสื้อกันหนาวยังใส่ไม่หมดเลย แฮร่ 😂,,2021-03-04 10:26:00,เข้าหน้าร้อนแล้วเสื้อกันหนาวยังใส่ไม่หมดเลยแฮร่,"['เข้า', 'หน้าร้อน', 'แล้ว', 'เสื้อกันหนาว', 'ยัง', 'ใส่', 'ไม่', 'หมด', 'เลย', 'แฮ', 'ร่']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
91,,EP52 ดอยอ่างขาง อีกหนึางช่องทางในการติดตามจ้า,,2021-03-02 09:39:00,EP52ดอยอ่างขางอีกหนึางช่องทางในการติดตามจ้า,"['EP', '52', 'ดอย', 'อ่างขาง', 'อี', 'กห', 'นึาง', 'ช่อง', 'ทางใน', 'การ', 'ติดตาม', 'จ้า']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
92,,"ดอยอ่างขาง ชื่อที่คุ้นหูในสถานที่ท่องเที่ยวที่โด่งดังของจังหวัดเชียงใหม่ และการเดินทางเข้าไปสัมผัสสถานที่แห่งนี้ครั้งแรกของผม กับบรรยากาศของดอยอ่างขาง ที่แปลกตาออกไป
IG : Thegaijintrips
ติดต่อโฆษณาได้ที่ Facebook Fanpage : https://www.facebook.com/rayron.tv",,2021-03-01 07:26:00,ดอยอ่างขางชื่อที่คุ้นหูในสถานที่ท่องเที่ยวที่โด่งดังของจังหวัดเชียงใหม่และการเดินทางเข้าไปสัมผัสสถานที่แห่งนี้ครั้งแรกของผมกับบรรยากาศของดอยอ่างขางที่แปลกตาออกไปIG:Thegaijintripsติดต่อโฆษณาได้ที่FacebookFanpage:https://www.facebook.com/rayron.tv,"['ดอย', 'อ่างขาง', 'ชื่อ', 'ที่', 'คุ้นหู', 'ใน', 'สถานที่ท่องเที่ยว', 'ที่', 'โด่งดัง', 'ของ', 'จังหวัด', 'เชียงใหม่', 'และ', 'การ', 'เดินทาง', 'เข้าไป', 'สัมผัส', 'สถานที่', 'แห่ง', 'นี้', 'ครั้งแรก', 'ของ', 'ผม', 'กับ', 'บรรยากาศ', 'ของ', 'ดอย', 'อ่างขาง', 'ที่', 'แปลกตา', 'ออก', 'ไป', 'IG', ':', 'Thegaijintrips', 'ติดต่อ', 'โฆษณา', 'ได้ที่', 'FacebookFanpage', ':', 'https', '://', 'www', '.', 'facebook', '.', 'com', '/', 'rayron', '.', 'tv']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
93,,"พาไบค์เกอร์พลอย ไปเที่ยว 🤣
Pigkaploy
#PigkaployXTheGaijinTrips",,2021-02-27 12:23:00,พาไบค์เกอร์พลอยไปเที่ยวPigkaploy#PigkaployXTheGaijinTrips,"['พา', 'ไบค์', 'เก', 'อร', '์', 'พลอย', 'ไปเที่ยว', 'Pigkaploy', '#', 'PigkaployXTheGaijinTrips']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
94,,ต้นเดือนนี้กับ EP52 ดอยอ่างขาง ในฉบับ Gaijin 🙂,,2021-02-26 18:52:00,ต้นเดือนนี้กับEP52ดอยอ่างขางในฉบับGaijin,"['ต้นเดือน', 'นี้', 'กับ', 'EP', '52', 'ดอย', 'อ่างขาง', 'ใน', 'ฉบับ', 'Gaijin']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
96,,"เมื่อคืนนี้ข้าน้อยได้สร้าง Clubhouse สำเร็จแล้ว
ใครอยากเข้ามาติดตามเพื่อยกมือพูดคุยกันก็ในนี้ได้เลยนะขอรับ
#เบนซัง 🐾",,2021-02-20 10:24:00,เมื่อคืนนี้ข้าน้อยได้สร้างClubhouseสำเร็จแล้วใครอยากเข้ามาติดตามเพื่อยกมือพูดคุยกันก็ในนี้ได้เลยนะขอรับ#เบนซัง,"['เมื่อคืนนี้', 'ข้าน้อย', 'ได้', 'สร้าง', 'Clubhouse', 'สำเร็จ', 'แล้ว', 'ใคร', 'อยาก', 'เข้ามา', 'ติดตาม', 'เพื่อ', 'ยกมือ', 'พูดคุย', 'กัน', 'ก็', 'ใน', 'นี้', 'ได้', 'เลย', 'นะ', 'ขอรับ', '#', 'เบน', 'ซัง']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
97,,"EP51 โมโกจู
แบกเป้ไปเที่ยวกับพี่ชาย
อีกหนึ่งช่องทางในการติดตามจ้า",,2021-02-17 11:25:00,EP51โมโกจูแบกเป้ไปเที่ยวกับพี่ชายอีกหนึ่งช่องทางในการติดตามจ้า,"['EP', '51', 'โม', 'โก', 'จู', 'แบก', 'เป้', 'ไปเที่ยว', 'กับ', 'พี่ชาย', 'อีก', 'หนึ่ง', 'ช่อง', 'ทางใน', 'การ', 'ติดตาม', 'จ้า']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
98,,"The Gaijin Trips แบกเป้เที่ยวคนเดียว EP51 โมโกจู 4วัน3คืน
ผมออกเดินทางโดยพาพี่ชายไปยังยอดเขาโมโกจู ซึ่งเป็นยอดเขาที่หลายคนใฝ่หาอยากจะไปให้ได้สักครั้งในชีวิต กับภารกิจนำเบอร์ดี้สูตรหวานน้อย… เพิ่มเติม",,2021-02-16 07:21:00,TheGaijinTripsแบกเป้เที่ยวคนเดียวEP51โมโกจู4วัน3คืนผมออกเดินทางโดยพาพี่ชายไปยังยอดเขาโมโกจูซึ่งเป็นยอดเขาที่หลายคนใฝ่หาอยากจะไปให้ได้สักครั้งในชีวิตกับภารกิจนำเบอร์ดี้สูตรหวานน้อยเพิ่มเติม,"['TheGaijinTrips', 'แบก', 'เป้', 'เที่ยว', 'คนเดียว', 'EP', '51', 'โม', 'โก', 'จู', '4', 'วัน', '3', 'คืน', 'ผม', 'ออกเดินทาง', 'โดย', 'พา', 'พี่ชาย', 'ไป', 'ยัง', 'ยอดเขา', 'โม', 'โก', 'จู', 'ซึ่ง', 'เป็น', 'ยอดเขา', 'ที่', 'หลาย', 'คน', 'ใฝ่หา', 'อยาก', 'จะ', 'ไป', 'ให้ได้', 'สักครั้ง', 'ใน', 'ชีวิต', 'กับ', 'ภารกิจ', 'นำ', 'เบอร์', 'ดี้', 'สูตร', 'หวาน', 'น้อย', 'เพิ่มเติม']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
99,,"ได้เวลา ""พาพี่ชาย ไปทรมาน"" ณ ยอดเขาโมโกจู พบกันพรุ่งนี้จ้า 😂
#โมโกจู",,2021-02-15 14:58:00,"ได้เวลา""พาพี่ชายไปทรมาน""ณยอดเขาโมโกจูพบกันพรุ่งนี้จ้า#โมโกจู","['ได้เวลา', '""', 'พา', 'พี่ชาย', 'ไป', 'ทรมาน', '""ณ', 'ยอดเขา', 'โม', 'โก', 'จู', 'พบกัน', 'พรุ่งนี้', 'จ้า', '#', 'โม', 'โก', 'จู']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
100,,"เราไม่ใช่ไลฟ์โค้ชนะ...
แค่คนเดินทางที่อยากจะขอบคุณหลายๆคนที่ติดตามกันมาจน 500,000 subscribe youtube บางทีเราอาจจะมาถึงจุดนี้โดยไม่ได้หวังผลจากสิ่งนี้สักเท่าไหร่ แต่เรามีแพชชั่นกับมันและรักที่จะทำมันเท่านั้น… เพิ่มเติม",,2021-02-11 18:53:00,"เราไม่ใช่ไลฟ์โค้ชนะ...แค่คนเดินทางที่อยากจะขอบคุณหลายๆคนที่ติดตามกันมาจน500,000subscribeyoutubeบางทีเราอาจจะมาถึงจุดนี้โดยไม่ได้หวังผลจากสิ่งนี้สักเท่าไหร่แต่เรามีแพชชั่นกับมันและรักที่จะทำมันเท่านั้นเพิ่มเติม","['เรา', 'ไม่', 'ใช่', 'ไลฟ์', 'โค้ช', 'นะ', '...', 'แค่', 'คน', 'เดินทาง', 'ที่', 'อยาก', 'จะ', 'ขอบคุณ', 'หลาย', 'ๆคน', 'ที่', 'ติดตาม', 'กัน', 'มา', 'จน', '500,000', 'subscribeyoutube', 'บางที', 'เรา', 'อาจจะ', 'มาถึง', 'จุด', 'นี้', 'โดย', 'ไม่', 'ได้', 'หวังผล', 'จาก', 'สิ่ง', 'นี้', 'สัก', 'เท่าไหร่', 'แต่', 'เรา', 'มี', 'แพ', 'ชชั่น', 'กับ', 'มัน', 'และ', 'รัก', 'ที่จะ', 'ทำ', 'มัน', 'เท่านั้น', 'เพิ่มเติม']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
101,,"พลอยชวนจบแล้วไปเที่ยวไหนต่อ?
#Pikaploy","Pigkaploy x The Gaijin Trips
Soon!
ดูคำแปล",2021-02-04 16:35:00,พลอยชวนจบแล้วไปเที่ยวไหนต่อ?#Pikaploy,"['พลอย', 'ชวน', 'จบ', 'แล้ว', 'ไปเที่ยว', 'ไหน', 'ต่อ', '?#', 'Pikaploy']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
102,,"อีกหนึ่งช่องทางในการติดตาม
EP50 พัทยา กลับบ้านไปหาเรื่องราวที่เราหลงลืมไป
ในวันพัทยาเงียบงัน",,2021-02-02 19:36:00,อีกหนึ่งช่องทางในการติดตามEP50พัทยากลับบ้านไปหาเรื่องราวที่เราหลงลืมไปในวันพัทยาเงียบงัน,"['อีก', 'หนึ่ง', 'ช่อง', 'ทางใน', 'การ', 'ติดตาม', 'EP', '50', 'พัทยา', 'กลับบ้าน', 'ไปหา', 'เรื่องราว', 'ที่', 'เรา', 'หลงลืม', 'ไป', 'ใน', 'วัน', 'พัทยา', 'เงียบงัน']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
103,,"The Gaijin Trips แบกเป้เที่ยวคนเดียว EP50 พัทยา 2วัน1คืน
กลับมาเที่ยวบ้านเราสักครั้ง กับพัทยาในอีกมุม ที่คิดว่าทั้งผมและหลายๆคนอาจจะยังไม่รู้จัก… เพิ่มเติม",,2021-02-01 17:35:00,TheGaijinTripsแบกเป้เที่ยวคนเดียวEP50พัทยา2วัน1คืนกลับมาเที่ยวบ้านเราสักครั้งกับพัทยาในอีกมุมที่คิดว่าทั้งผมและหลายๆคนอาจจะยังไม่รู้จักเพิ่มเติม,"['TheGaijinTrips', 'แบก', 'เป้', 'เที่ยว', 'คนเดียว', 'EP', '50', 'พัทยา', '2', 'วัน', '1', 'คืน', 'กลับมา', 'เที่ยว', 'บ้าน', 'เรา', 'สักครั้ง', 'กับ', 'พัทยา', 'ใน', 'อีก', 'มุม', 'ที่', 'คิด', 'ว่า', 'ทั้ง', 'ผม', 'และ', 'หลาย', 'ๆคน', 'อาจจะ', 'ยัง', 'ไม่', 'รู้จัก', 'เพิ่มเติม']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
104,,"อีกหนึ่งช่องทางในการติดตามกับ
EP49 บ้านผาฮี้ ขอบคุณเพื่อนๆที่ติดตามกันมาทุกๆคนด้วยนะครับ 🙏🙂",,2021-01-26 13:16:00,อีกหนึ่งช่องทางในการติดตามกับEP49บ้านผาฮี้ขอบคุณเพื่อนๆที่ติดตามกันมาทุกๆคนด้วยนะครับ,"['อีก', 'หนึ่ง', 'ช่อง', 'ทางใน', 'การ', 'ติดตาม', 'กับ', 'EP', '49', 'บ้าน', 'ผา', 'ฮี้', 'ขอบคุณ', 'เพื่อน', 'ๆ', 'ที่', 'ติดตาม', 'กัน', 'มา', 'ทุกๆ', 'คน', 'ด้วย', 'นะ', 'ครับ']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
105,,"The Gaijin Trips แบกเป้เที่ยวคนเดียว EP49 บ้านผาฮี้ 2วัน1คืน
หลังจากการโบกรถขึ้นมาจนถึงภูชี้ดาวแล้ว บนยอดของภูชี้ดาว ก็ทำให้ผมได้พบกับเพื่อนระหว่างทางที่จะนำพาผมออกเดินทางต่อไปยังจุดหมายที่ตั้งเป้าไว้… เพิ่มเติม",,2021-01-25 07:16:00,TheGaijinTripsแบกเป้เที่ยวคนเดียวEP49บ้านผาฮี้2วัน1คืนหลังจากการโบกรถขึ้นมาจนถึงภูชี้ดาวแล้วบนยอดของภูชี้ดาวก็ทำให้ผมได้พบกับเพื่อนระหว่างทางที่จะนำพาผมออกเดินทางต่อไปยังจุดหมายที่ตั้งเป้าไว้เพิ่มเติม,"['TheGaijinTrips', 'แบก', 'เป้', 'เที่ยว', 'คนเดียว', 'EP', '49', 'บ้าน', 'ผา', 'ฮี้', '2', 'วัน', '1', 'คืน', 'หลังจาก', 'การ', 'โบก', 'รถ', 'ขึ้น', 'มา', 'จนถึง', 'ภู', 'ชี้', 'ดาว', 'แล้ว', 'บน', 'ยอด', 'ของ', 'ภู', 'ชี้', 'ดาว', 'ก็', 'ทำให้', 'ผม', 'ได้', 'พบ', 'กับ', 'เพื่อน', 'ระหว่างทาง', 'ที่จะ', 'นำพา', 'ผม', 'ออกเดินทาง', 'ต่อไป', 'ยัง', 'จุดหมาย', 'ที่', 'ตั้งเป้า', 'ไว้', 'เพิ่มเติม']",The Gaijin Trips แบกเป้เที่ยวคนเดียว
