,Place,Person,Post,Share,Date
10,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],สะปัน หมู่บ้านที่เสียงลำธารและสายฝน คล้ายจะเป็นเสียงเดียวกัน ผมเดินทางเข้ามายังหมู่บ้านแห่งนี้เป็นครั้งที่ 3 คงจะไม่ใช่เรื่องบังเอิญที่เราจะกลับมาสถานที่ใดบ่อยๆ ซึ่งในครั้งนี้… เพิ่มเติม,,2021-11-01 07:00:00.000000
11,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ต้นเดือนเจอกัน กับ EP65 สะปัน
อากาศหนาวกับสายฝนเป็นทุกอย่างของนักเดินทาง",,2021-10-30 12:45:00.000000
12,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],กรุงรัตนโกสินทร์ หรือกรุงเทพในปัจจุบันคงเป็นสถานที่ที่มีเรื่องเล่าแตกต่างกันไปในแต่ละช่วงวัยของคน การเดินทางครั้งนี้ของผมนั้น เป็นการได้เรียนรู้ประวัติศาสตร์เรื่องเล่าแต่เดิมจาก ดร.วันชัย… เพิ่มเติม,,2021-10-29 12:22:00.000000
13,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ขอบคุณรางวัล WINNER BEST TRAVEL INFLUENCER จากทาง Thailand Influencer Awards 2021 ที่จัดขึ้นโดย #TellScore ด้วยนะครับ
ไม่คิดว่าจะได้รางวัลชนะเลิศกับเขาในปีนี้ ขอบคุณทุกคนที่สนับสนุนและติดตามกันมานะครับ หวังว่าจะทำให้ทุกคนมีความสุขกับแต่ละเรื่องราวที่เราสื่อสารออกไปนะ 🙏❤️",,2021-10-27 15:45:00.000000
14,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],อีกหนึ่งมุมมองจากการเดินทางผ่านสายตาพี่เบียร์สดในทริปอีสานคลาสสิค ดีใจที่ได้ ร่วมเดินทางกับพี่นะครับ 🏍🙂,,2021-10-25 10:05:00.000000
15,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"หลายครั้งที่คนถามว่าเราใช้กล้องอะไร บางทีก็ตอบกันไม่หวั่นไม่ไหวเท่าไหร่ และวันนี้เราจะมาเปิดตัวกล้องใหม่ที่ไกจินกำลังจะใช้เลยละกันนะ เพราะกล้องเก่าดันลาโลกไปซะก่อน กับการเดินทางไปยังน้ำตกเขาชะเมาในวันนี้
#SONY #A7IV #Alpha7IV",,2021-10-21 21:48:00.000000
16,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],ฮ่องเพล้ง กับอ้ายเบนซ์ ในบทเพล้ง Don't let me down จากซาวขณะเดอะบีทเทิ้ล ขอบคุ้นหลายๆที่รับฟังข่อย 😂,,2021-10-20 21:07:00.000000
17,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],อีสานคลาสสิคทริป Ep.3 (ตอนจบ) บทสุดท้ายก็มาถึง ไม่ว่าเริ่มจากไหน หรือจบที่ใด หนทางพิสูจน์ม้า กาลเวลาพิสูจน์คน ทุกการเดินทางมีความสำคัญ… เพิ่มเติม,,2021-10-18 07:32:00.000000
18,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"เป็นอีกหนึ่งการเดินทางที่เบนซ์ตั้งใจสื่อสารโคราชออกมาในมุมมองที่แตกต่าง ดีใจที่หลายคนมีความสุขเมื่อได้ดูงานชิ้นนี้นะครับ
อีกหนึ่งช่องทางในการติดตาม Youtube Chanel Gaijin",,2021-10-17 11:48:00.000000
19,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"The Gaijin Trips แบกเป้เที่ยวคนเดียว EP64 โคราช GEOPARK 3วัน2คืน
โคราช จังหวัดที่ใหญ่เป็นท็อปๆของประเทศไทย กับการเดินทางเข้าสู่เรื่องราวของเขต โคราช GEOPARK… เพิ่มเติม",,2021-10-16 06:53:00.000000
20,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"พักหายใจจาก Road Trip อีสาน กลับมาแบกเป้เที่ยวคนเดียวเจาะลึกวิถีชุมชน ณ โคราช บ้านเอ๋งกันกลางเดือนเด้อ
EP64 โคราช GEOPARK เจอกันวันที่ 16 นี้ครับ 😄",,2021-10-13 21:58:00.000000
21,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],อีสานคลาสสิคทริป EP.2 แตกจริง แยกจริง นอกจากไม่มีแผนแล้วสคริปต์ไม่ต้องพูดถึง คนเดียวหัวหาย สองคนเพื่อนตาย สามคนจะไปต่อหรือจบตรงนี้ มือที่สามจะเป็นกาวใจได้ไหม ไปลุ้นกันต่อ🏍🏍🏍💨💨💨,,2021-10-11 07:25:00.000000
22,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ไม่นานเกินรอกับ อีสานคลาสสิค EP2 จ้า
รอพี่เรได้ฟิลลงก่อนนะฮะ 😂😂","เส้นทางไม่ได้โรยด้วยกลีบกุหลาบเสมอ
พวกเราจะไปต่อกันได้หรือเปล่า
รอติดตาม EP 2 !!!!! จันทร์ที่ 11 ตุลาคมนี้
#CUBHousexRayron
#CUBHousexEsanClassicTrip",2021-10-07 13:17:00.000000
23,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],เทปนี้จัดไปแบบ Long take ไม่ต้องคัทกันเลยในสิ่งที่หลายคนยังไม่แน่ใจกับการไปท่องเที่ยวภาคเหนือหรือจังหวัดเชียงใหม่ในช่วงการคลายล็อกดาวน์ ไม่ว่าจะเป็นการนั่งเครื่องบิน การตรวจคนเข้าเมืองหรือการเลือกที่พักโฮมสเตย์… เพิ่มเติม,,2021-10-05 07:28:00.000000
24,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"อีสานคลาสสิคทริป EP.1
The Plan is no plan ถ้าแผนการเดินทางที่วางไว้ทั้งหมดมันถูกทำลาย มีทั้งปัญหา มีแตกแยก พวกเขาจะพากันไปถึงฝั่งฝันกันอีกได้ไหม
#เร่ร่อน
#Rayron
#esancool
#อีสานคูล
#esanclassic
#อีสานคลาสสิค… เพิ่มเติม",,2021-10-04 07:12:00.000000
25,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ทริปมหามึน มีใครรอเราอยู่บ้าง
#RayronXTgeGaijinTrips","เรียกน้ำย่อยกันไปก่อน เจอตัวเต็มกันพรุ่งนี้ครับผม
#RayronXTheGaijinTrips
#เรียลเรียล
#ดิบกว่านี้ก็ก้อยแล้วคร๊าบ",2021-10-03 19:07:00.000000
26,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ส่วนใหญ่ชอบดูใน Facebook หรือ Youtube มากกว่านะ?
EP63 น้ำหนาว เพชรบูรณ์ ✌️",,2021-10-02 15:03:00.000000
27,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"The Gaijin Trips แบกเป้เที่ยวคนเดียว EP63 น้ำหนาว เพชรบูรณ์ 2วัน1คืน
จากการเดินทางผ่านจังหวัดเลย ไหลจนลงผ่านมาที่ส่วนเหนือของจังหวัดเพชรบูรณ์ นั่นทำให้ผมพบกับ อ.น้ำหนาว… เพิ่มเติม",,2021-10-01 06:59:00.000000
28,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ต้นเดือนตุลาคมมาแว้นไปกับ EP63 น้ำหนาว ณ เพชรบูรณ์ 😄
#TheGaijinTrips",,2021-09-29 17:54:00.000000
29,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"Amygdala หนึ่งชิ้นส่วนในสมอง ที่รวบรวมความทรงจำแห่งความสำเร็จความผิดหวังและความสับสนของมนุษย์ ทั้งยังรวมถึงความทรงจำที่ท้อถอยหรือหดหู่ของเราเอาไว้ในส่วนลึก บางครั้งเราก็หนีความรู้สึกเหล่านี้ไม่พ้นถ้ายังอยู่ในที่เดิมๆของชีวิต แต่หลายครั้งที่เราก็บังเอิญปิด Amygdala ในตัวของเราอย่างไม่รู้ตัว ขณะที่ออกเดินทางลำพัง 🙂
#TheGaijinTrips",,2021-09-26 12:54:00.000000
30,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],,,2021-09-19 11:31:00.000000
31,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"อีกหนึ่งช่องทางในการติดตาม EP62 ฟูจิเมืองเลย
อย่าลืมแวะไปอุดหนุนร้านข้าวป้าดำกันเยอะๆเด้อ ❤️",,2021-09-17 12:10:00.000000
32,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"The Gaijin Trips แบกเป้เที่ยวคนเดียว EP62 ฟูจิเมืองเลย 2วัน1คืน
หลังจากหยุดล็อกดาวน์อยู่บ้านกันจนเบื่อ เมื่อเวลาผ่านไปก็ได้เวลาเดินทางอีกครั้ง และที่โชคดีก็คือการเดินทางครั้งนี้มีเป้าหมายอยู่ที่ภูป่าเปาะ… เพิ่มเติม",,2021-09-16 07:43:00.000000
33,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],เงียบหายกันไปนาน กลางเดือนนี้มาพบกันใหม่กับ EP62 ฟูจิเมืองเลย จ้า😄🙏,,2021-09-12 18:41:00.000000
34,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],ผ่านมา3ปีแล้ว กับเรื่องเล่าของคนเดินทาง ขอบคุณทุกคนที่สนับสนุนและให้กำลังใจตลอดมานะครับ เราเป็นเพจเล็กๆที่สร้างงานและ Content ตามใจตัวเองโดยไม่เคยคิดว่าเรื่องเล่าที่เราบันทึกไว้ จะทำให้คนที่ผ่านมาเห็น… เพิ่มเติม,,2021-08-26 13:15:00.000000
35,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"The Gaijin Story : โตมายังไง
กับเรื่องราวการเดินทางของเบนซ์ที่ต้องผ่านช่วงเวลาแห่งการเติบโตและร่ำเรียนตำราเพื่อค้นหาเส้นทางของตัวเอง การพิสูจน์เส้นทางที่แตกต่างนั้นเป็นเรื่องราวที่ยากจะตัดสินใจในบางครั้ง ซึ่งทุกอย่างล้วนเกิดจากการตัดสินใจของเด็กวัยรุ่นในวันนั้น เพื่อสร้างจิตวิญญาณที่แข็งแรงของเราในวันนี้",,2021-08-18 18:35:00.000000
36,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"เปิดกระเป๋าเตรียมลุย Road trip อีสาน (ถ่ายทำก่อนช่วงล็อคดาวน์)
จัดกระเป๋าออกเดินทางทริปใหญ่ เตรียมตัวยังไงต้องเตรียมอะไรบ้าง ครั้งนี้มาเปิดกระเป๋าเตรียมโร้ดทริปลุยภาคอีสานบ้านเราพร้อมไปกับ Title… เพิ่มเติม",,2021-08-06 17:10:00.000000
37,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"อยู่บ้าน...
ไม่คิดว่าช่วงนี้จะอยู่บ้านได้นานขนาดนี้ ตอนนี้ก็เลยพักทำคลิปท่องเที่ยวไปสักระยะเลย แต่ที่งงกว่าก็อาจจะเป็นเพื่อนๆที่ทักมาขอไปเที่ยวด้วยตอนนี้เยอะกว่าเดิมมาก ก็ช่วงนี้โควิดหนักมากๆเลย… เพิ่มเติม",,2021-08-04 22:35:00.000000
38,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],เหงาๆอยู่บ้านก็เปิด Youtube Gaijin เที่ยวทิพย์ไปพลางๆก่อนเน้อ มาถึง EP61 ผาโสก อุบลราชธานี อีสานบ้านเฮาแล้ว ดูแลตัวเองด้วยนะทุกคน ✌️✌️,,2021-08-02 11:18:00.000000
39,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"The Gaijin Trips แบกเป้เที่ยวคนเดียว EP61 ผาโสก อุบลราชธานี 2วัน1คืน
การเดินทางท่องเที่ยวยังภาคอีสานในบทบาทของคนนอกที่อาจจะคุ้นเคยกับทั้งในภาคเหนือและภาคใต้ของประเทศไทยเป็นอย่างดี ในการเดินทางเข้าสู่อ.โขงเจียม… เพิ่มเติม",,2021-08-01 12:34:00.000000
40,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ต้นเดือนนี้แวะอีสานเทียวทิพย์กันก่อนที่ ผาโสก EP61 กันนะครับ
ดูแลสุขภาพด้วยนะครับทุกคน 🙏🙂",,2021-07-29 11:10:00.000000
41,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],📍 Soronin กับเสื้อขี่มอเตอร์ไซค์ที่เบนซ์ผลิตมาใส่เองอยู่สักปีนึง เพราะหาแบบที่ถูกใจตัวเองในท้องตลาดไม่ได้ในสไตล์ที่วินเทจแล้วยังสามารถใส่การ์ด 5 จุด… เพิ่มเติม,,2021-07-27 10:13:00.000000
42,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ขอบคุณรายการ คมในฝักจากคมชัดลึกกับบท สัมภาษณ์ในครั้งนี้มากนะครับ
และ ขอบคุณทุกคนที่ติดตามด้วยครับ 🙏🙂",,2021-07-17 12:58:00.000000
43,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ถ้าสถานการณ์ดีขึ้น...ใครแวะไปเที่ยวสวนผึ้งก็อย่าลืมแวะไปอุดหนุนพี่น้องในท้องที่ให้ทั้งเค้าทั้งเราพอจะยิ้มได้กันในช่วงเวลาแบบนี้กันนะครับ
EP60 สวนผึ้ง อีกช่องทาง Youtube Chanel ❤️",,2021-07-17 07:35:00.000000
44,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"The Gaijin Trips แบกเป้เที่ยวคนเดียว EP60 สวนผึ้ง 2วัน1คืน
ไม่ห่างไปจากกรุงเทพ อีกหนึ่งสถานที่ที่ผมเคยได้ยินชื่อมานาน สวนผึ้ง อำเภอที่มีทั้งความเจริญและธรรมชาติ ผสมผสานทุกอย่างเข้าด้วยกัน เป็นอีกหนึ่งการเดินทาง… เพิ่มเติม",,2021-07-16 07:39:00.000000
45,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ขอบคุณพี่ริที่ตามมาลากถึงบ้านเลยครับ
Viewfinder X The Gaijin Trips 🙏😄","บุกบ้านเบนซ์ ไกจิน ล้วงความลับที่แม่ยังไม่รู้!!!
Viewfinder มั้นใจไทยเที่ยว จะพาไปเปิดวาร์ปจึดเช็คอินใกล้กรุงเทพฯ และบุกบ้านบล็อคเกอร์หนุ่มหล่อ คุณเบนซ์ ไกจิน ไปเจาะลึกชีวิตวัยเด็กกับความลับที่แม่ไม่รู้..?
.
#Viewfinderthailand #เขาไผ่ #พัทยา #thegaigintrips",2021-07-12 09:08:00.000000
46,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"น้ำผาป่าใหญ่ EP59
แบกเป้เที่ยวคนเดียวไปปีนหน้าผา
อีกหนึ่งช่องทางการติดตามใน Youtube Chanel
ขอบคุณทุกๆคนที่ติดตามกันมานะครับ 🙏🙂",,2021-07-02 11:36:00.000000
47,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"The Gaijin Trips แบกเป้เที่ยวคนเดียว EP59 น้ำผาป่าใหญ่ 2วัน1คืน
การเดินทางด้วย2ล้อเข้าสู่จังหวัดสระบุรีในเขตของน้ำผาป่าใหญ่ จุดหมายที่เต็มไปด้วยความตื่นเต้นจากมนุษย์และธรรมชาติ… เพิ่มเติม",,2021-07-01 07:17:00.000000
48,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ในหลายๆครั้งที่การเดินทาง ยังต้องการเพื่อนร่วมทางที่ดี RayMac ก็ดูจะเป็นตัวเลือกที่แสนจะเป็นแรงบันดาลใจในการท่องเที่ยวของหลายๆคน แต่ใครจะเคยได้รู้จัก พี่เร ตัวจริงเสียงจริงในชีวิตจริงกันบ้าง ว่าแท้จริงแล้วเค้ามีความอินดี้สุดขั้วขนาดไหน
#Ford #FordRanger #FX4MAX",,2021-06-28 19:04:00.000000
49,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"การเดินทางจากกรุงเทพเข้าสู่เชียงใหม่ด้วย2ล้อของคนแปลกหน้าในระยะเวลา 5วัน4คืน กับโปรเจค ABUJHA ฉบับเต็ม
น่าจะเป็นตอนพิเศษที่หลายคนอยากจะดูยาวๆสักครั้งนึงให้หายคิดถึงการเดินทางโร้ดทริปในฤดูร้อนที่เต็มไปด้วยความทรงจำในครั้งนี้",,2021-06-23 20:58:00.000000
50,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"The Gaijin Trips แบกเป้เที่ยวคนเดียว EP58 เชียงใหม่ 2วัน1คืน
ในช่วงปลายฤดูหนาวของการเดินทางต้นปี นี่เป็นเทปการเดินทางที่อยู่ในช่วงเดือน กุมภาพันธ์ ในช่วงเวลาที่เชียงใหม่ ยังไม่เจอพิษโควิดระบาดหนักใน โควิด19… เพิ่มเติม",,2021-06-17 07:26:00.000000
51,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"การเดินทางกลับบ้านเพื่อไปรื้อฟื้นความทรงจำของป๊าและม๊ารวมทั้งตัวของผม ที่นับวัน ความทรงจำในวัยเด็กก็ยิ่งจะเลือนหายไปพร้อมกับกาลเวลา แต่เรื่องราวในวัยเด็กนั้น กลับไม่เคยหายไปจากบ้านหลังนี้เลย
#Ford #FordRanger #FX4MAX",,2021-06-14 18:34:00.000000
52,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"The Gaijin Trips แบกเป้เที่ยวคนเดียว EP57 เพชรบุรี 2วัน1คืน
การเดินทางเข้าสู่จังหวัดเพชรบุรีกับการหาที่หมายตกปลา เปลี่ยนไปเป็นการบุกป่าด้วย2ล้อเข้าสู่เส้นทางของน้ำตกแม่กระดังลา เป็นความท้าทายครั้งใหม่ของการเดินทางในสถานการที่แตกต่าง
#CT125 #TimetoTrail #ได้เวลาออกนอกเส้นทาง #CUBHouse",,2021-06-09 07:21:00.000000
53,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ได้เวลากลับมาแบกเป้ลุยเข้าป่าไปกับสองล้อคู่ใจกใน
EP57 เพชรบุรี พรุ่งนี้เจอกันจ้า",,2021-06-08 17:10:00.000000
54,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"📍รับสมัครงาน ""ตัดต่อ"" ช่อง The Gaijin Trips (ตัดต่อนะครับไม่ได้การออกเดินทาง)
***ไม่รับฝึกงานนะครับ***
📍คุณสมบัติ
-คิดว่าสามารถตัดต่องานของเบนซ์ได้
-มีความตรงต่อเวลาและเปิดรับความคิดเห็นของผู้อื่น… เพิ่มเติม",,2021-06-07 10:39:00.000000
55,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"พล็อตรองของชีวิตนักเดินทาง กับการพบเจอและพูดคุยกันอย่างจริงจังครั้งแรกของเบนซ์และพี่เบียร์สด เพื่อผ่านเป็นเส้นทางในการเดินทางที่อาจจะเกิดขึ้นในอนาคตของทั้งสองคน
#Ford #FordRanger #FX4MAX",,2021-06-02 20:52:00.000000
56,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ตามไปช่วยน้องช้างหมาแมว กับพี่เรกันหน่อย
กับเทปนี้นานๆพี่เรเค้าจะลุยไปช่วยน้องๆบนดอยกัน 🐘🐕🐈",,2021-05-28 19:56:00.000000
57,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"เซ็ทนี้คูลอยู่นะ 😂
#ABUJHA","ถึงทุกคนที่ติดตามคลิปของเราตลอด 3 ep
Pigkaploy×Thegaijintrips
เราขอบคุณมากๆ ที่หลายคนชื่นชอบผลงานของเรากับพี่เบนซ์ในครั้งนี้
ต้องบอกก่อนว่าการ collab รอบนี้
เป็นอะไรที่มันส์มากกกกกกกกกกกกกกกกก
… เพิ่มเติม",2021-05-27 20:09:00.000000
58,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],ไหนใคร ยังไม่เต็มอิ่มก็ดู ABUJHAฉบับลืมเล่า ทิ้งทวนกันสักหน่อยหมดฉบับนี้ก็หมดแล้วจ้า ขอบคุณที่ติดตามทริปนี้กันมาจนจบนะครับ,,2021-05-27 19:41:00.000000
59,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"กินข้าวฝีมือม๊าเมื่อวาน อร่อยที่สุดเหมือนเดิม
#กินข้าวกับพ่อแม่ครั้งล่าสุดเมื่อไหร่?
#อย่าลืมพ่อแม่นะ 🙂",,2021-05-19 19:33:00.000000
60,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ABUJHA EP3 : สวัสดีโป่งแง้น ขอบคุณการจากลา
เมื่อการเดินทางเข้าสู่บทสรุปในเส้นทาง ในการเดินทางครั้งนี้คงไม่มีเส้นทางให้ไปต่อหลังจากที่ทุกอย่างเปลี่ยนให้คนแปลกหน้ากลายเป็นพี่น้องที่มีเรื่องราวที่น่าจดจำและสักวันการเดินทางของทั้งสองคนอาจโคจรมาพบกันอีกครั้งอย่างไม่มีกำหนด 🙂",,2021-05-18 10:30:00.000000
61,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],ABUJHA EP3 : สวัสดีโป่งแง้น ขอบคุณการจากลา (Pigkaploy X The Gaijin Trips) Final Chapter 🖐🙂,"และแล้วเราก็มาถึงการเดินทางวันสุดท้าย
เชียงใหม่ .. ณ โป้งแง้น
เสน่ห์ของภาคเหนือที่เราหลงรัก วิถีชุมชนที่เราคิดถึง
ไม่ว่าจะที่ไหนสำหรับเรามักจะมีเรื่องราวดีๆกลับมาเสมอ
ครั้งนี้ก็เช่นกัน… เพิ่มเติม",2021-05-17 18:47:00.000000
62,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ABUJHA EP2 : สวัสดีล่องเรือตาหมื่น ขอบคุณความคูล (Pigkaploy X The Gaijin Trips)
หลังจากออกเดินทางกันมาได้ไม่นานก็ดูเหมือนจะลบคำว่าคนแปลกหน้ากันออกไปได้อย่างไม่ยากเย็นสำหรับนักเดินทางสองคนที่ลงเรือลำเดียวกันแล้ว… เพิ่มเติม",,2021-05-11 10:47:00.000000
63,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],"ABUJHA สวัสดีขอบคุณ EP2😅 ล่องเรือตาหมื่น
ลุยกันต่อไปกับพี่เบนซ์แอนด์น้องพลอย รอบนี้ไปกันให้ถึงเจียงใหม่เลยจ้า 😂🎉
#ABUJHA #Pigkaploy #PigkaployXTheGaijinTrips","การเดินทางวันที่สอง
[ นครสวรรค์ -พิษณุโลก - เชียงใหม่ ]
ช่วงเวลาบ้าๆของเรากับพี่เบนซ์ที่ทั้ง ร้อน ไหม้ เมื่อยตูด แถมยังขึ้นเขาวันเดียวสองลูก
ทำเราร้องตะโกนโวยวายไปหลายประโยค
""คนบ้าที่ไหน road trip… เพิ่มเติม",2021-05-10 20:13:00.000000
64,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],การเดินทางของคนสองคนที่ไม่เคยพบกันมาก่อนของ Pigkaploy (พลอย) และ Gaijin (เบนซ์) เข้าสู่การ Road trip ด้วยสองล้อเพื่อตรงเข้าสู่ภาคเหนือของประเทศไทย… เพิ่มเติม,,2021-05-04 11:48:00.000000
65,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],การเดินทางของคนสองคนที่ไม่เคยพบกันมาก่อนของ Pigkaploy (พลอย) และ Gaijin (เบนซ์) เข้าสู่การ Road trip ด้วยสองล้อเพื่อตรงเข้าสู่ภาคเหนือของประเทศไทย… เพิ่มเติม,"ABUJHA EP1 : สวัสดีเขาหน่อ ขอบคุณเพื่อนใหม่
PigkaployXTheGaijintrips
[ กรุงเทพ - นครสวรรค์ ]
การเดินทางวันแรกของเรากับเบนซ์ที่ไม่เคยเจอกันมาก่อน แต่กลับต้องแบกเป้โดดขึ้นมอไซต์เพื่อไปตะลุย กับระยะทางที่โคตรไกล
… เพิ่มเติม",2021-05-03 19:43:00.000000
66,,['The Gaijin Trips แบกเป้เที่ยวคนเดียว'],SOLD OUT ขอบคุณทุกคนที่อุดหนุนนะครับ ตอนนี้ยอดสั่งเสื้อเกินจำนวนผลิตไปเยอะแล้ว ขอปิดการสั่งซื้อแต่เพียงเท่านี้นะครับ ขอบคุณครับ 🙂🙏,,2021-05-02 11:26:00.000000
